Date,Open,High,Low,Close,Adj Close,Volume
2021-09-06,75.830002,76.839996,73.230003,74.500000,74.500000,43057600
2021-09-13,75.610001,75.629997,69.820000,74.760002,74.760002,79623800
2021-09-20,72.375000,83.339996,70.109001,83.110001,83.110001,108947300
2021-09-27,82.000000,82.610001,71.559998,75.250000,75.250000,89515000
2021-10-04,74.029999,77.410004,69.970001,75.000000,75.000000,65423000
2021-10-11,74.650002,78.735001,73.500000,77.339996,77.339996,66044000
2021-10-18,78.599998,79.300003,55.029999,55.139999,55.139999,265792300
2021-10-25,55.959999,57.180000,51.660000,52.580002,52.580002,235208100
2021-11-01,52.990002,54.110001,51.470001,53.169998,53.169998,96936800
2021-11-08,53.360001,55.650002,52.020000,53.700001,53.700001,73750500
2021-11-15,54.139999,57.139999,50.759998,51.320000,51.320000,89116800
2021-11-22,51.520000,51.520000,47.459999,49.759998,49.759998,80837400
2021-11-29,51.099998,51.119999,45.459999,46.790001,46.790001,104480600
2021-12-06,46.209999,54.889999,44.919998,50.820000,50.820000,96114100
2021-12-13,50.320000,50.439999,42.959999,45.290001,45.290001,106154100
2021-12-20,44.220001,49.070000,43.380001,48.680000,48.680000,58726200
2021-12-27,48.450001,49.250000,46.560001,47.029999,47.029999,43323000
2022-01-03,47.630001,47.709999,39.820000,41.360001,41.360001,90352000
2022-01-10,40.740002,44.340000,36.560001,38.040001,38.040001,108656600
2022-01-17,36.980000,37.105000,32.000000,32.119999,32.119999,120271200
2022-01-24,30.160000,32.090000,28.020000,30.420000,30.420000,172575700
2022-01-31,30.650000,40.650002,24.320000,38.910000,38.910000,553574900
2022-02-07,38.509998,41.970001,34.869999,39.490002,39.490002,357622400
2022-02-14,39.959999,41.889999,37.939999,38.009998,38.009998,147003500
2022-02-21,37.750000,39.564999,34.950001,39.150002,39.150002,95740100
2022-02-28,39.490002,41.320000,32.889999,33.090000,33.090000,128020800
2022-03-07,33.150002,34.230000,29.580000,30.049999,30.049999,131780300
2022-03-14,29.530001,36.029999,27.670000,36.000000,36.000000,159042400
2022-03-21,35.490002,37.250000,34.200001,35.400002,35.400002,99784000
2022-03-28,35.209999,38.599998,34.860001,37.389999,37.389999,91717000
2022-04-04,38.250000,39.799999,34.580002,35.669998,35.669998,112426800
2022-04-11,34.650002,35.950001,33.169998,33.189999,33.189999,76331600
2022-04-18,33.189999,34.240002,28.559999,29.760000,29.760000,237292200
2022-04-25,29.280001,30.790001,26.440001,28.459999,28.459999,201842900
2022-05-02,28.260000,30.190001,24.809999,24.920000,24.920000,138287400
2022-05-09,24.980000,25.120001,20.950001,24.750000,24.750000,175924900
2022-05-16,24.290001,24.754000,22.280001,23.260000,23.260000,143372800
2022-05-23,23.309999,23.309999,12.550000,15.580000,15.580000,639334000
2022-05-30,15.370000,15.420000,13.480000,14.490000,14.490000,271683600
2022-06-06,14.610000,15.870000,13.150000,13.280000,13.280000,216573100
2022-06-13,12.840000,13.430000,11.880000,12.420000,12.420000,230142600
2022-06-20,12.470000,14.720000,12.320000,14.700000,14.700000,137718000
2022-06-27,15.110000,15.280000,12.800000,13.170000,13.170000,135334900
2022-07-04,12.970000,15.300000,12.657000,14.960000,14.960000,98831000
2022-07-11,14.590000,14.840000,13.150000,13.650000,13.650000,133273400
2022-07-18,13.870000,16.545000,9.910000,9.960000,9.960000,574674300
2022-07-25,9.730000,10.130000,9.340000,9.880000,9.880000,525202300
2022-08-01,9.810000,10.560000,9.500000,10.180000,10.180000,264026600
2022-08-08,10.250000,11.800000,10.020000,11.620000,11.620000,241906300
2022-08-15,11.610000,12.780000,11.510000,11.560000,11.560000,309967900
2022-08-22,11.040000,11.350000,10.540000,10.670000,10.670000,170353700
2022-08-29,10.485000,11.780000,9.850000,11.220000,11.220000,414123700
2022-09-05,11.270000,12.910000,10.670000,12.650000,12.650000,236835100
2022-09-12,12.690000,12.940000,11.270000,11.300000,11.300000,188505100
2022-09-19,11.130000,11.488000,10.150000,10.320000,10.320000,140967500
2022-09-26,10.300000,10.790000,9.805000,9.820000,9.820000,116186800
2022-10-03,9.960000,11.850000,9.420000,10.660000,10.660000,145953900
2022-10-10,10.620000,11.020000,9.630000,9.990000,9.990000,151937900
2022-10-17,10.280000,11.395000,7.330000,7.760000,7.760000,501630500
2022-10-24,7.580000,10.100000,7.490000,10.080000,10.080000,542996100
2022-10-31,10.040000,10.650000,8.880000,9.140000,9.140000,231671600
2022-11-07,9.400000,11.820000,9.330000,11.580000,11.580000,212111500
2022-11-14,11.450000,11.960000,10.500000,10.520000,10.520000,147520200
2022-11-21,10.410000,10.480000,9.702000,10.180000,10.180000,84029800
2022-11-28,10.080000,11.070000,9.650000,10.500000,10.500000,164754800
2022-12-05,10.410000,10.690000,9.010000,9.450000,9.450000,125776400
2022-12-12,9.470000,10.190000,8.360000,8.470000,8.470000,188306800
2022-12-19,8.400000,8.760000,8.050000,8.580000,8.580000,110769100
2022-12-26,8.400000,8.960000,8.265000,8.950000,8.950000,91920700
2023-01-02,9.150000,9.445000,8.690000,9.220000,9.220000,87142000
2023-01-09,9.390000,9.910000,9.090000,9.800000,9.800000,97201700
2023-01-16,9.730000,10.000000,9.250000,9.990000,9.990000,100220700
2023-01-23,9.960000,11.010000,9.510000,10.910000,10.910000,167996100
2023-01-30,10.800000,11.680000,9.850000,11.000000,11.000000,360092100
2023-02-06,10.910000,12.440000,10.480000,10.650000,10.650000,211542100
2023-02-13,10.800000,11.390000,10.170000,10.360000,10.360000,164098900
2023-02-20,10.140000,10.258000,9.680000,9.810000,9.810000,90480400
2023-02-27,10.080000,10.700000,9.820000,10.650000,10.650000,123287100
2023-03-06,10.870000,12.670000,10.220000,10.340000,10.340000,235617400
2023-03-13,10.190000,11.180000,9.860000,10.700000,10.700000,163348600
2023-03-20,10.750000,12.110000,10.470000,11.560000,11.560000,121078500
2023-03-27,11.650000,12.090000,10.640000,11.210000,11.210000,140516200
2023-04-03,11.070000,11.470000,10.230000,10.560000,10.560000,71496800
2023-04-10,10.360000,11.020000,10.160000,10.690000,10.690000,98454100
2023-04-17,10.600000,11.400000,9.980000,10.010000,10.010000,135595500
2023-04-24,10.020000,10.700000,8.410000,8.710000,8.710000,275305500
2023-05-01,8.780000,8.930000,7.860000,8.230000,8.230000,183350100
2023-05-08,8.310000,8.810000,8.150000,8.550000,8.550000,118449600
2023-05-15,8.490000,9.750000,8.395000,9.720000,9.720000,126713800
2023-05-22,9.730000,10.400000,9.610000,10.280000,10.280000,84737700
2023-05-29,10.390000,10.585000,9.830000,10.410000,10.410000,88667800
2023-06-05,10.320000,10.700000,10.020000,10.090000,10.090000,94075200
2023-06-12,10.210000,10.835000,9.960000,10.680000,10.680000,112273000
2023-06-19,10.580000,11.150000,10.145000,10.820000,10.820000,91814700
2023-06-26,10.730000,12.100000,10.700000,11.840000,11.840000,139055500
2023-07-03,11.900000,12.350000,11.640000,11.680000,11.680000,76635700
2023-07-10,11.770000,13.890000,11.655000,13.150000,13.150000,171763500
2023-07-17,13.140000,13.640000,12.675000,12.740000,12.740000,132545300
2023-07-24,12.860000,12.930000,9.990000,10.680000,10.680000,345036000
2023-07-31,10.660000,11.380000,10.660000,10.750000,10.750000,132426100
2023-08-07,10.760000,10.795000,10.020000,10.030000,10.030000,85082900
2023-08-14,9.990000,9.990000,8.860000,9.180000,9.180000,110727300
2023-08-21,9.240000,9.470000,9.000000,9.250000,9.250000,78835300
2023-08-28,9.340000,10.540000,9.325000,10.440000,10.440000,99694000
2023-09-04,10.270000,10.600000,9.390000,9.390000,9.390000,98817000
2023-09-11,9.480000,9.635000,9.430000,9.440000,9.440000,16838500
