Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,75.830002,76.839996,74.052002,76.489998,76.489998,11735200
2021-09-08,76.220001,76.699997,73.230003,74.129997,74.129997,11538900
2021-09-09,74.110001,75.666000,73.540001,74.620003,74.620003,10564300
2021-09-10,75.250000,75.989998,74.275002,74.500000,74.500000,9219200
2021-09-13,75.610001,75.610001,69.820000,71.260002,71.260002,19913400
2021-09-14,71.690002,72.790001,70.809998,71.309998,71.309998,11083000
2021-09-15,71.330002,73.620003,70.370003,73.620003,73.620003,10890100
2021-09-16,73.290001,73.410004,71.519997,72.480003,72.480003,16878500
2021-09-17,72.419998,75.629997,72.400002,74.760002,74.760002,20858800
2021-09-20,72.375000,73.139999,70.109001,71.730003,71.730003,13834900
2021-09-21,72.760002,76.370003,72.599998,76.089996,76.089996,18129600
2021-09-22,74.370003,79.639999,74.019997,78.599998,78.599998,26999200
2021-09-23,78.970001,80.099998,77.459999,79.370003,79.370003,20944600
2021-09-24,78.940002,83.339996,78.110001,83.110001,83.110001,29039000
2021-09-27,82.000000,82.610001,79.320000,80.080002,80.080002,18493300
2021-09-28,78.540001,79.410004,73.889999,74.419998,74.419998,23531900
2021-09-29,75.300003,76.089996,71.559998,71.760002,71.760002,18633700
2021-09-30,72.919998,75.247002,72.239998,73.870003,73.870003,17166400
2021-10-01,74.820000,75.889999,73.440002,75.250000,75.250000,11689700
2021-10-04,74.029999,74.199997,69.970001,71.230003,71.230003,18142600
2021-10-05,72.180000,73.910004,71.790001,73.410004,73.410004,11896500
2021-10-06,72.370003,74.500000,71.320000,73.129997,73.129997,10927300
2021-10-07,74.360001,77.410004,74.099998,76.279999,76.279999,15547400
2021-10-08,76.910004,77.410004,74.739998,75.000000,75.000000,8909200
2021-10-11,74.650002,75.599998,73.500000,73.529999,73.529999,8990800
2021-10-12,74.120003,75.980003,73.529999,75.260002,75.260002,13691100
2021-10-13,76.150002,76.308998,74.300003,74.949997,74.949997,9998900
2021-10-14,77.059998,77.230003,75.724998,76.639999,76.639999,12948800
2021-10-15,76.809998,78.735001,75.870003,77.339996,77.339996,20414400
2021-10-18,78.599998,79.300003,72.610001,75.800003,75.800003,33053900
2021-10-19,75.120003,78.180000,73.900002,76.430000,76.430000,18720700
2021-10-20,76.570000,77.519997,74.669998,75.650002,75.650002,15739300
2021-10-21,74.809998,75.949997,73.889999,75.110001,75.110001,44450900
2021-10-22,58.750000,60.779999,55.029999,55.139999,55.139999,153827500
2021-10-25,55.959999,56.150002,53.770000,54.500000,54.500000,62506800
2021-10-26,55.240002,57.180000,54.880001,55.389999,55.389999,52905700
2021-10-27,55.049999,55.230000,51.660000,52.020000,52.020000,52581300
2021-10-28,52.680000,54.959999,51.990002,54.389999,54.389999,34748800
2021-10-29,53.970001,53.990002,52.209999,52.580002,52.580002,32465500
2021-11-01,52.990002,54.110001,52.250000,53.980000,53.980000,22666700
2021-11-02,53.570000,53.660000,51.865002,52.200001,52.200001,24120400
2021-11-03,51.950001,52.970001,51.470001,52.939999,52.939999,16319300
2021-11-04,53.080002,53.380001,51.759998,52.259998,52.259998,16371700
2021-11-05,52.150002,53.570000,52.070000,53.169998,53.169998,17458700
2021-11-08,53.360001,55.130001,52.849998,54.900002,54.900002,20154600
2021-11-09,55.294998,55.650002,54.200001,54.820000,54.820000,12489000
2021-11-10,53.910000,54.169998,52.020000,52.880001,52.880001,14812400
2021-11-11,53.459999,54.590000,53.200001,53.290001,53.290001,13322000
2021-11-12,53.820000,54.070000,52.820000,53.700001,53.700001,12972500
