Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,154.970001,157.259995,154.389999,156.690002,154.897964,82278300
2021-09-08,156.979996,157.039993,153.979996,155.110001,153.336044,74420200
2021-09-09,155.490005,156.110001,153.949997,154.070007,152.307907,57305700
2021-09-10,155.000000,155.479996,148.699997,148.970001,147.266251,140893200
2021-09-13,150.630005,151.419998,148.750000,149.550003,147.839615,102404300
2021-09-14,150.350006,151.070007,146.910004,148.119995,146.425964,109296300
2021-09-15,148.559998,149.440002,146.369995,149.029999,147.325546,83281300
2021-09-16,148.440002,148.970001,147.220001,148.789993,147.088287,68034100
2021-09-17,148.820007,148.820007,145.759995,146.059998,144.389526,129868800
2021-09-20,143.800003,144.839996,141.270004,142.940002,141.305237,123478900
2021-09-21,143.929993,144.600006,142.779999,143.429993,141.789597,75834000
2021-09-22,144.449997,146.429993,143.699997,145.850006,144.181946,76404300
2021-09-23,146.649994,147.080002,145.639999,146.830002,145.150726,64838200
2021-09-24,145.660004,147.470001,145.559998,146.919998,145.239700,53477900
2021-09-27,145.470001,145.960007,143.820007,145.369995,143.707397,74150700
2021-09-28,143.250000,144.750000,141.690002,141.910004,140.286972,108972300
2021-09-29,142.470001,144.449997,142.029999,142.830002,141.196487,74602000
2021-09-30,143.660004,144.380005,141.279999,141.500000,139.881683,89056700
2021-10-01,141.899994,142.919998,139.110001,142.649994,141.018524,94639600
2021-10-04,141.759995,142.210007,138.270004,139.139999,137.548676,98322000
2021-10-05,139.490005,142.240005,139.360001,141.110001,139.496140,80861100
2021-10-06,139.470001,142.149994,138.369995,142.000000,140.375961,83221100
2021-10-07,143.059998,144.220001,142.720001,143.289993,141.651199,61732700
2021-10-08,144.029999,144.179993,142.559998,142.899994,141.265686,58773200
2021-10-11,142.270004,144.809998,141.809998,142.809998,141.176712,64452200
2021-10-12,143.229996,143.250000,141.039993,141.509995,139.891556,73035900
2021-10-13,141.240005,141.399994,139.199997,140.910004,139.298431,78762700
2021-10-14,142.110001,143.880005,141.509995,143.759995,142.115814,69907100
2021-10-15,143.770004,144.899994,143.509995,144.839996,143.183502,67940300
2021-10-18,143.449997,146.839996,143.160004,146.550003,144.873917,85589200
2021-10-19,147.009995,149.169998,146.550003,148.759995,147.058670,76378900
2021-10-20,148.699997,149.750000,148.119995,149.259995,147.552948,58418800
2021-10-21,148.809998,149.639999,147.869995,149.479996,147.770401,61421000
2021-10-22,149.690002,150.179993,148.639999,148.690002,146.989441,58883400
2021-10-25,148.679993,149.369995,147.619995,148.639999,146.940048,50720600
2021-10-26,149.330002,150.839996,149.009995,149.320007,147.612228,60893400
2021-10-27,149.360001,149.729996,148.490005,148.850006,147.147644,56094900
2021-10-28,149.820007,153.169998,149.720001,152.570007,150.825089,100077900
